ProximityRank,Distance,Facility Name,Address,City/Town,State,Zipcode,Latitude,Longitude,Zipcode-1,Latitude-1,Longitude-1,City,State-1
1,5.673272331,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.84403,-91.42201,52072,42.92022,-91.38025,Saint Olaf,IA
1,13.941156498,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA,51442,42.02696,-95.35915,51432,41.91009,-95.13795,Aspinwall,IA
1,11.653460625,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52236,41.73143,-91.87647,Homestead,IA
1,13.065368678,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.03073,-96.0706,51051,42.20443,-95.96988,Rodney,IA
1,10.263027165,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,42.03316,-93.58761,50124,41.88516,-93.60446,Huxley,IA
1,7.769714447,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52251,41.71218,-92.20314,Ladora,IA
1,9.686503677,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.10217,-90.67961,52037,41.96712,-90.62899,Delmar,IA
1,13.956891130,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,42.0892,-93.85378,50040,42.17363,-94.10121,Boxholm,IA
1,9.344745043,MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,41.71129,-93.03924,50137,41.60872,-92.92126,Killduff,IA
1,0,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,42.0892,-93.85378,50036,42.0892,-93.85378,Boone,IA
1,14.355610928,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.71275,-94.22645,50570,42.89359,-94.36585,Ottosen,IA
1,10.007264958,TRINITY - BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,41.56633,-90.4673,52768,41.69906,-90.38977,Princeton,IA
1,7.441003126,MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,40.71774,-92.90831,52549,40.61392,-92.94602,Cincinnati,IA
1,20.310279941,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,50423,43.11054,-93.81244,50478,43.40377,-93.78448,Thompson,IA
1,11.359299071,GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLN WAY,JEFFERSON,IA,50129,42.01335,-94.3764,50026,41.85823,-94.44958,Bagley,IA
1,13.621442311,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,43.07483,-94.21894,50597,42.97379,-94.45048,West Bend,IA
1,7.576375111,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.99372,-91.82389,52147,42.94957,-91.96106,Hawkeye,IA
1,15.332164743,KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA,50138,41.30246,-93.10534,50252,41.45881,-93.31518,Swan,IA
1,23.164658895,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.32719,-95.46724,51004,42.3762,-95.916,Anthon,IA
1,0,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA,51442,42.02696,-95.35915,51442,42.02696,-95.35915,Denison,IA
1,10.527768607,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52354,41.91883,-91.98856,Watkins,IA
1,17.563044045,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,41.2304,-95.77795,51553,41.41577,-95.54638,Minden,IA
1,17.563044045,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503,41.2304,-95.77795,51553,41.41577,-95.54638,Minden,IA
1,12.470659904,MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702,42.45745,-92.31283,50612,42.28546,-92.38687,Buckingham,IA
1,20.871486846,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52348,41.99331,-92.38597,Vining,IA
1,12.600749956,DALLAS COUNTY HOSPITAL,610 TENTH STREET,PERRY,IA,50220,41.8366,-94.12293,50146,41.68038,-94.24905,Linden,IA
1,11.411559919,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,41.03292,-93.76557,50210,41.18998,-93.6978,New Virginia,IA
1,9.970084943,PELLA REGIONAL HEALTH CENTER,404 JEFFERSON STREET,PELLA,IA,50219,41.42243,-92.90132,50232,41.55761,-92.96868,Reasnor,IA
1,10.917593432,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,41.03741,-93.29566,50151,41.08074,-93.49717,Lucas,IA
1,9.175169465,MERCYONE NORTH IOWA MEDICAL CENTER,1000 FOURTH STREET SW,MASON CITY,IA,50401,43.15389,-93.20006,50464,43.25146,-93.0765,Plymouth,IA
1,9.369534279,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA,51449,42.26614,-94.73475,51453,42.26366,-94.55155,Lohrville,IA
1,12.891287593,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,IA,50849,41.30004,-94.40176,50250,41.48088,-94.34062,Stuart,IA
1,13.584786414,GREATER REGIONAL MEDICAL CENTER,1700 WEST TOWNLINE STREET,CRESTON,IA,50801,41.07959,-94.39224,50861,40.91163,-94.25685,Shannon City,IA
1,14.595179669,CHI HEALTH - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841,41.01147,-94.76342,50847,41.14168,-94.98405,Grant,IA
1,10.408903569,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.75628,-94.92034,51543,41.65792,-95.07317,Kimballton,IA
1,13.000885766,MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,OSAGE,IA,50461,43.29995,-92.81412,50440,43.33213,-93.06891,Grafton,IA
1,10.035176739,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,42.65777,-95.16391,50576,42.80267,-95.17727,Rembrandt,IA
1,10.933180148,POCAHONTAS COMMUNITY HOSPITAL,606 N W 7TH STREET,POCAHONTAS,IA,50574,42.71891,-94.69967,50593,42.65796,-94.89832,Varina,IA
1,11.276489393,MERCYONE DYERSVILLE MEDICAL CENTER,1111 3RD STREET SW,DYERSVILLE,IA,52040,42.51114,-91.13884,52045,42.45485,-90.93113,Epworth,IA
1,6.401071558,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,42.03316,-93.58761,50105,42.11754,-93.63912,Gilbert,IA
1,8.190338862,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.03073,-96.0706,51523,41.9122,-96.07172,Blencoe,IA
1,9.250001503,UNIVERSITY OF IOWA HEALTH CARE MEDICAL CENTER DOWN,500 E MARKET STREET,IOWA CITY,IA,52245,41.67071,-91.50666,52333,41.80376,-91.48685,Solon,IA
1,7.311854267,MERCYONE PRIMGHAR MEDICAL CENTER,255 N WELCH AVENUE,PRIMGHAR,IA,51245,43.07788,-95.60149,51231,43.10567,-95.74131,Archer,IA
1,0,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.74474,-95.56171,51012,42.74474,-95.56171,Cherokee,IA
1,14.992555952,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632,40.7478,-95.04939,50848,40.78685,-94.76758,Gravity,IA
1,11.847152474,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.32719,-95.46724,51448,42.20238,-95.30839,Kiron,IA
1,9.696192641,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,43.37139,-92.11289,52155,43.41412,-92.29683,Lime Springs,IA
1,9.995343592,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.49244,-94.18967,50594,42.58561,-94.03949,Vincent,IA
1,0,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,43.07483,-94.21894,50511,43.07483,-94.21894,Algona,IA
1,6.199139327,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,41.6049,-93.63102,50032,41.66591,-93.54301,Berwick,IA
1,6.199139327,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314,41.6049,-93.63102,50032,41.66591,-93.54301,Berwick,IA
1,10.654856570,AVERA HOLY FAMILY HOSPITAL,826 NORTH 8TH STREET,ESTHERVILLE,IA,51334,43.40379,-94.80698,51364,43.2993,-94.96293,Terril,IA
1,10.110181562,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.49244,-94.18967,50523,42.36783,-94.29357,Callender,IA
1,17.132542614,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA,51449,42.26614,-94.73475,50583,42.43049,-94.98595,Sac City,IA
1,0,AVERA MERRILL PIONEER HOSPITAL,1100 S 10TH AVE,ROCK RAPIDS,IA,51246,43.42764,-96.16564,51246,43.42764,-96.16564,Rock Rapids,IA
1,17.492467241,HENRY COUNTY HEALTH CENTER,407 S WHITE ST,MOUNT PLEASANT,IA,52641,40.98799,-91.58531,52640,41.09649,-91.28205,Morning Sun,IA
1,10.153725533,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,42.65777,-95.16391,50567,42.52146,-95.08935,Nemaha,IA
1,0,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360,43.43626,-95.08556,51360,43.43626,-95.08556,Spirit Lake,IA
1,7.467444302,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,43.15314,-95.14973,51333,43.1324,-95.00437,Dickens,IA
1,6.927350542,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.75628,-94.92034,50117,41.66903,-94.85419,Hamlin,IA
1,0,REGIONAL MEDICAL CENTER,709 W MAIN STREET,MANCHESTER,IA,52057,42.4916,-91.45333,52057,42.4916,-91.45333,Manchester,IA
1,13.768762179,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.32719,-95.46724,51019,42.2721,-95.72615,Danbury,IA
1,5.787928714,DALLAS COUNTY HOSPITAL,610 TENTH STREET,PERRY,IA,50220,41.8366,-94.12293,50066,41.8051,-94.22708,Dawson,IA
1,7.414771934,MYRTUE MEDICAL CENTER,1213 GARFIELD AVENUE,HARLAN,IA,51537,41.64646,-95.29531,51447,41.72101,-95.19196,Kirkman,IA
1,13.229083524,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.43798,-91.05802,52752,41.27465,-91.1911,Grandview,IA
1,9.064686585,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.71275,-94.22645,50591,42.67683,-94.05478,Thor,IA
1,9.266776920,CLARINDA REGIONAL HEALTH CENTER,220 ESSIE DAVISON DRIVE,CLARINDA,IA,51632,40.7478,-95.04939,51646,40.75315,-94.8725,New Market,IA
1,7.489426419,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,40.84768,-91.21174,52650,40.94782,-91.15687,Sperry,IA
1,14.850507048,MERCYONE NORTH IOWA MEDICAL CENTER,1000 FOURTH STREET SW,MASON CITY,IA,50401,43.15389,-93.20006,50434,43.25857,-93.45758,Fertile,IA
1,0,VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE,WAUKON,IA,52172,43.27117,-91.48382,52172,43.27117,-91.48382,Waukon,IA
1,15.245199018,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.05016,-92.90143,50258,42.22781,-93.07788,Union,IA
1,11.108387066,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.05016,-92.90143,50173,41.97461,-92.71044,Montour,IA
1,9.318573213,MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,41.71129,-93.03924,50028,41.81729,-93.15102,Baxter,IA
1,19.184855472,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.31988,-92.19465,52222,41.57623,-92.33693,Deep River,IA
1,6.453713510,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,1200 PLEASANT STREET,DES MOINES,IA,50309,41.58448,-93.62152,50265,41.55129,-93.73821,West Des Moines,IA
1,0,MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,42.68748,-91.93396,50662,42.68748,-91.93396,Oelwein,IA
1,13.827207098,VAN BUREN COUNTY HOSPITAL,304 FRANKLIN STREET,KEOSAUQUA,IA,52565,40.74005,-91.94332,52626,40.63201,-91.72119,Farmington,IA
1,14.034944411,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.49244,-94.18967,50552,42.45638,-94.46068,Knierim,IA
1,0,GEORGE C GRAPE COMMUNITY HOSPITAL,2959 US HIGHWAY 275,HAMBURG,IA,51640,40.62262,-95.6634,51640,40.62262,-95.6634,Hamburg,IA
1,13.615471255,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,42.02272,-91.66001,52351,41.87496,-91.83529,Walford,IA
1,8.279444750,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,40.69089,-94.21977,50860,40.62253,-94.34949,Redding,IA
1,7.737395528,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.10217,-90.67961,52207,42.09286,-90.83,Baldwin,IA
1,0,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,IA,50849,41.30004,-94.40176,50849,41.30004,-94.40176,Greenfield,IA
1,0,WINNMED,901 MONTGOMERY STREET,DECORAH,IA,52101,43.35741,-91.76494,52101,43.35741,-91.76494,Decorah,IA
1,9.440593827,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,42.02272,-91.66001,52202,42.15836,-91.63792,Alburnett,IA
1,12.924172868,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,41.66195,-91.54317,52327,41.477,-91.58046,Riverside,IA
1,11.795370501,DAVIS COUNTY HOSPITAL,509 NORTH MADISON STREET,BLOOMFIELD,IA,52537,40.7355,-92.41426,52560,40.85491,-92.25312,Floris,IA
1,4.221746737,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,41.6049,-93.63102,50324,41.60471,-93.71273,Windsor Heights,IA
1,4.221746737,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314,41.6049,-93.63102,50324,41.60471,-93.71273,Windsor Heights,IA
1,13.801152045,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,IA,50849,41.30004,-94.40176,50164,41.49921,-94.42176,Menlo,IA
1,10.206983130,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.43798,-91.05802,52760,41.58255,-91.09853,Moscow,IA
1,13.630191310,MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,OSAGE,IA,50461,43.29995,-92.81412,50455,43.45695,-92.64981,McIntire,IA
1,9.162829244,BUCHANAN COUNTY HEALTH CENTER,1600 FIRST ST EAST,INDEPENDENCE,IA,50644,42.47751,-91.89721,52326,42.39513,-91.75641,Quasqueton,IA
1,13.173927958,MERCYONE NORTH IOWA MEDICAL CENTER,1000 FOURTH STREET SW,MASON CITY,IA,50401,43.15389,-93.20006,50477,42.98743,-93.32731,Swaledale,IA
1,15.448465720,JACKSON COUNTY REGIONAL HEALTH CENTER,700 W GROVE ST,MAQUOKETA,IA,52060,42.10217,-90.67961,52032,42.29006,-90.84317,Bernard,IA
1,13.035775569,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.03073,-96.0706,51558,41.91497,-95.87023,Moorhead,IA
1,13.780635917,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.05016,-92.90143,50247,42.01832,-93.1665,State Center,IA
1,16.409322276,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,42.65777,-95.16391,50565,42.86118,-94.99698,Marathon,IA
1,14.793880179,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,41.41737,-95.00352,51535,41.2264,-95.13241,Griswold,IA
1,19.440796924,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.43798,-91.05802,52653,41.16642,-91.15597,Wapello,IA
1,1.445941016,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.71275,-94.22645,50529,42.72216,-94.20101,Dakota City,IA
1,12.864767962,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.72938,-95.35037,51649,40.8518,-95.53565,Randolph,IA
1,5.455012274,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360,43.43626,-95.08556,51331,43.36431,-95.13028,Arnolds Park,IA
1,0,HEGG MEMORIAL HEALTH CENTER,1202 21ST AVENUE,ROCK VALLEY,IA,51247,43.19259,-96.33723,51247,43.19259,-96.33723,Rock Valley,IA
1,12.067167382,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.72938,-95.35037,51630,40.60101,-95.19427,Blanchard,IA
1,12.579461633,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,IA,51555,41.55937,-95.91398,51557,41.72903,-96.00233,Mondamin,IA
1,6.871931063,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,1200 PLEASANT STREET,DES MOINES,IA,50309,41.58448,-93.62152,50327,41.58402,-93.48856,Pleasant Hill,IA
1,8.506915147,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.31988,-92.19465,52576,41.21337,-92.1125,Ollie,IA
1,10.829698791,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,41.41737,-95.00352,51577,41.4644,-95.20296,Walnut,IA
1,8.532643059,REGIONAL MEDICAL CENTER,709 W MAIN STREET,MANCHESTER,IA,52057,42.4916,-91.45333,52223,42.41315,-91.32408,Delhi,IA
1,11.085653347,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556,41.01842,-91.9264,52580,41.12039,-92.09069,Packwood,IA
1,0,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556,41.01842,-91.9264,52556,41.01842,-91.9264,Fairfield,IA
1,10.703828712,KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA,50138,41.30246,-93.10534,50116,41.17812,-92.98247,Hamilton,IA
1,7.147658345,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.05016,-92.90143,50142,42.0055,-92.77582,Le Grand,IA
1,6.925563477,GEORGE C GRAPE COMMUNITY HOSPITAL,2959 US HIGHWAY 275,HAMBURG,IA,51640,40.62262,-95.6634,51650,40.673,-95.5492,Riverton,IA
1,17.595872302,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.05016,-92.90143,52342,42.05047,-92.55849,Toledo,IA
1,17.495962835,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353,41.29923,-91.71596,52738,41.2736,-91.38072,Columbus Junction,IA
1,6.419000700,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,42.06516,-94.87068,51444,42.01228,-94.97352,Halbur,IA
1,11.464018487,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.31988,-92.19465,50136,41.46984,-92.28927,Keswick,IA
1,0,MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST,OSKALOOSA,IA,52577,41.27174,-92.6602,52577,41.27174,-92.6602,Oskaloosa,IA
1,7.999322995,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,41.7319,-92.71591,50157,41.74545,-92.56183,Malcom,IA
1,0,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,41.2304,-95.77795,51503,41.2304,-95.77795,Council Bluffs,IA
1,0,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503,41.2304,-95.77795,51503,41.2304,-95.77795,Council Bluffs,IA
1,9.308726241,MERCYONE NORTH IOWA MEDICAL CENTER,1000 FOURTH STREET SW,MASON CITY,IA,50401,43.15389,-93.20006,50456,43.28812,-93.21579,Manly,IA
1,10.732167662,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.32719,-95.46724,51461,42.172,-95.47579,Schleswig,IA
1,15.632060790,HENRY COUNTY HEALTH CENTER,407 S WHITE ST,MOUNT PLEASANT,IA,52641,40.98799,-91.58531,52657,40.76784,-91.5164,Saint Paul,IA
1,13.081870320,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.32719,-95.46724,51020,42.51215,-95.41249,Galva,IA
1,12.495590729,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,40.69089,-94.21977,50140,40.63753,-93.99198,Lamoni,IA
1,7.064381403,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,SUMNER,IA,50674,42.84202,-92.11746,50681,42.77754,-92.00931,Westgate,IA
1,11.576416055,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,41.7319,-92.71591,50153,41.57669,-92.80033,Lynnville,IA
1,10.451601621,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,IA,50025,41.75628,-94.92034,51463,41.90743,-94.91265,Templeton,IA
1,8.350352368,BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST 5TH STREET,STORM LAKE,IA,50588,42.65777,-95.16391,51002,42.69859,-95.31863,Alta,IA
1,11.059602308,RINGGOLD COUNTY HOSPITAL,504 NORTH CLEVELAND STREET,MOUNT AYR,IA,50854,40.69089,-94.21977,50863,40.84701,-94.17318,Tingley,IA
1,16.009769863,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.78658,-92.09013,52221,41.64151,-92.33215,Guernsey,IA
1,11.568267324,GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,DEWITT,IA,52742,41.83616,-90.51076,52746,41.71945,-90.67172,Donahue,IA
1,10.343130495,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.05016,-92.90143,50632,42.07667,-92.70299,Garwin,IA
1,11.931372719,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.31988,-92.19465,52335,41.45935,-92.05895,South English,IA
1,14.066730477,MERCYONE DES MOINES MEDICAL CENTER,1111 6TH AVE,DES MOINES,IA,50314,41.6049,-93.63102,50073,41.79234,-93.52463,Elkhart,IA
1,14.066730477,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,41.6049,-93.63102,50073,41.79234,-93.52463,Elkhart,IA
1,13.030549327,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.68765,-94.55501,50002,41.51236,-94.64801,Adair,IA
1,13.992081310,MONTGOMERY COUNTY MEMORIAL HOSPITAL,2301 EASTERN AVENUE,RED OAK,IA,51566,41.0151,-95.22994,51540,41.02488,-95.49802,Hastings,IA
1,8.724316002,VAN BUREN COUNTY HOSPITAL,304 FRANKLIN STREET,KEOSAUQUA,IA,52565,40.74005,-91.94332,52535,40.86533,-91.96407,Birmingham,IA
1,11.436215717,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353,41.29923,-91.71596,52621,41.20821,-91.53209,Crawfordsville,IA
1,17.041655713,MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST,OSKALOOSA,IA,52577,41.27174,-92.6602,50027,41.4739,-92.47194,Barnes City,IA
1,13.384223349,MERCYONE CLINTON MEDICAL CENTER,1410 NORTH 4TH STREET,CLINTON,IA,52732,41.90126,-90.25083,52064,42.08977,-90.31076,Miles,IA
1,12.386331543,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.46097,-93.82154,50246,42.28411,-93.78198,Stanhope,IA
1,6.400521359,FLOYD COUNTY MEDICAL CENTER,800 11TH ST,CHARLES CITY,IA,50616,43.07978,-92.66104,50620,43.15712,-92.5912,Colwell,IA
1,7.410075718,SHENANDOAH MEDICAL CENTER,300 PERSHING AVENUE,SHENANDOAH,IA,51601,40.72938,-95.35037,51636,40.66713,-95.23519,Coin,IA
1,0,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,41.7319,-92.71591,50112,41.7319,-92.71591,Grinnell,IA
1,14.150542873,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,42.03316,-93.58761,50231,42.23765,-93.60257,Randall,IA
1,8.324768957,GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,DEWITT,IA,52742,41.83616,-90.51076,52757,41.80337,-90.3552,Low Moor,IA
1,9.360320158,HEGG MEMORIAL HEALTH CENTER,1202 21ST AVENUE,ROCK VALLEY,IA,51247,43.19259,-96.33723,51235,43.29488,-96.21531,Doon,IA
1,9.099278453,DALLAS COUNTY HOSPITAL,610 TENTH STREET,PERRY,IA,50220,41.8366,-94.12293,50128,41.85173,-94.29853,Jamaica,IA
1,14.833694563,STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET,NEVADA,IA,50201,42.03337,-93.44434,50102,42.24554,-93.40022,Garden City,IA
